url,is_valid,error_message,checked_at
"https://opensource.org/deepdive/drafts/the-open-source-ai-definition-draft-v-0-0-5#:~:text=To%20be%20Open%20Source%2C%20an,including%20to%20change%20its%20output.",False,HTTP 404,2025-01-22T15:42:59.008406
https://www.pdpc.gov.sg/-/media/files/pdpc/pdf-files/resource-for-organisation/ai/sgmodelaigovframework2.pdf,True,,2025-01-22T14:44:52.047103
https://openai.com/blog/our-approach-to-alignment-research,False,HTTP 403,2025-01-22T15:42:56.958631
https://github.com/ianderrington/genai/issues,True,,2025-01-22T14:44:52.109501
https://link.springer.com/content/pdf/10.1007/s10676-024-09775-5.pdf,True,,2025-01-22T14:44:52.114438
https://github.com/llmonitor/llmonitor,True,,2025-01-22T14:44:52.207432
https://llm-tuning-safety.github.io/,True,,2025-01-22T14:44:52.215412
https://arxiv.org/pdf/1901.01851.pdf,True,,2025-01-22T14:44:52.325477
https://smallest.app/notesollama/,True,,2025-01-22T14:44:52.342473
https://github.com/lobehub/lobe-chat?tab=readme-ov-file,True,,2025-01-22T14:44:52.378901
https://github.com/StanGirard/quiv,False,HTTP 404,2025-01-22T15:42:57.065658
https://github.com/Skyvern-AI/skyvern,True,,2025-01-22T14:44:52.428323
https://github.com/EnkrateiaLucca/summarization_with_langchain,True,,2025-01-22T14:44:52.451202
https://arxiv.org/pdf/2307.10169.pdf,True,,2025-01-22T14:44:52.496513
https://www.youtube.com/watch?v=pFPZFmOTgtA&t=232s,True,,2025-01-22T14:44:52.542623
https://arxiv.org/pdf/2402.10920.pdf,True,,2025-01-22T14:44:52.588636
https://github.com/optml-group/unlearn-saliency,True,,2025-01-22T14:44:52.588842
https://arxiv.org/pdf/2311.02107.pdf,True,,2025-01-22T14:44:52.645376
https://obsidian-plugin-stats.vercel.app/,True,,2025-01-22T14:44:52.670848
https://github.com/LERM0/LermoAI,True,,2025-01-22T14:44:52.799902
https://docs.streamlit.io/knowledge-base/tutorials/build-conversational-apps,True,,2025-01-22T14:44:52.804170
https://owasp.org/www-project-top-10-for-large-language-model-applications/,True,,2025-01-22T14:44:52.871394
https://arxiv.org/pdf/2407.12220,True,,2025-01-22T14:44:52.890568
https://www.nature.com/articles/s42256-022-00465-9,True,,2025-01-22T14:44:52.937591
https://github.com/PalisadeResearch/foxvox,True,,2025-01-22T14:44:52.991908
https://ac-rad.github.io/clairify/,True,,2025-01-22T14:44:53.030887
https://badgen.net/github/stars/lukechilds/humanscript,True,,2025-01-22T14:44:53.072559
https://www.sudowrite.com/,True,,2025-01-22T14:44:53.087980
https://github.com/nliulab/GenAI-Ethical-Checklist,True,,2025-01-22T14:44:53.106466
https://github.com/stefan-jansen/machine-learning-for-trading,True,,2025-01-22T14:44:53.117696
https://robotics-transformer2.github.io/assets/rt2.pdf,True,,2025-01-22T14:44:53.206842
https://www.nature.com/articles/s42256-022-00465-9https://www.nature.com/articles/s42256-022-00465-9,False,HTTP 400,2025-01-22T15:42:58.080027
https://github.com/mims-harvard/TxGNN,True,,2025-01-22T14:44:53.246380
https://github.com/deepdoctection/deepdoctection,True,,2025-01-22T14:44:53.414921
https://github.com/lukechilds/humanscript,True,,2025-01-22T14:44:53.438821
https://arxiv.org/pdf/2311.07621.pdf,True,,2025-01-22T14:44:53.459144
https://arxiv.org/pdf/2304.03442.pdf,True,,2025-01-22T14:44:53.480952
https://docs.llamaindex.ai/en/stable/Understanding/putting_it_all_together/apps/fullstack_app_guide.html#a-guide-to-building-a-full-stack-web-app-with-llamaindex,False,HTTP 404,2025-01-22T15:42:57.546707
https://github.com/SerCeMan/fontogen,True,,2025-01-22T14:44:53.602238
https://www.nature.com/articles/s41589-023-01349-8,True,,2025-01-22T14:44:53.612025
https://github.com/Future-House/paper-qa,True,,2025-01-22T14:44:53.616438
https://github.com/ai4finance-foundation/fingpt,True,,2025-01-22T14:44:53.644191
https://www.nature.com/articles/s41591-024-03233-x,True,,2025-01-22T14:44:53.668871
https://www.sciencedirect.com/science/article/pii/S0959440X21001457,False,HTTP 403,2025-01-22T15:42:58.980362
https://drive.google.com/file/d/1ro_-GqITKHfNpHYTegUQdE-xm5t0Rvm6/view,True,,2025-01-22T14:44:53.726533
https://badgen.net/github/stars/evo-design/evo,True,,2025-01-22T14:44:53.750603
https://storage.googleapis.com/fh-public/paperqa/Language_Agents_Science.pdf,True,,2025-01-22T14:44:53.775378
https://github.com/y-hwang/gLM,True,,2025-01-22T14:44:53.881755
https://serce.me/posts/02-10-2023-hey-computer-make-me-a-font,True,,2025-01-22T14:44:53.975324
https://badgen.net/github/stars/amalshehu/langchain-js-realworld,True,,2025-01-22T14:44:53.988007
https://www.nature.com/articles/s41551-023-01160-9,True,,2025-01-22T14:44:54.058766
https://github.com/user-attachments/assets/d31c3926-883d-41f4-8679-2799a192d4fe,True,,2025-01-22T15:21:40.343565
https://badgen.net/github/stars/ur-whitelab/BO-LIFT,True,,2025-01-22T14:44:54.133464
https://github.com/ianderrington/genai/assets/76016868/a8af9370-05e8-4e81-a223-b60cafbb9b00,True,,2025-01-22T15:21:40.834937
https://arxiv.org/pdf/2403.12596.pdf,True,,2025-01-22T14:44:54.163566
https://github.com/user-attachments/assets/7f098c5c-d389-4795-81a2-678dd7b5c401,True,,2025-01-22T15:21:40.470353
https://github.com/evo-design/evo,True,,2025-01-22T14:44:54.276743
https://www.nature.com/articles/s41467-024-46947-9#Sec30,True,,2025-01-22T14:44:54.313436
https://deepmind.google/discover/blog/funsearch-making-new-discoveries-in-mathematical-sciences-using-large-language-models/,True,,2025-01-22T14:44:54.325918
https://badgen.net/github/stars/facebookresearch/segment-anything,True,,2025-01-22T14:44:54.358175
https://www.nature.com/articles/s41586-023-06555-x,True,,2025-01-22T14:44:54.393876
https://github.com/amalshehu/langchain-js-realworld,True,,2025-01-22T14:44:54.421714
https://arxiv.org/pdf/2308.07134.pdf,True,,2025-01-22T14:44:54.464414
https://badgen.net/github/stars/kyegomez/youtubeURL-to-text,True,,2025-01-22T14:44:54.535355
https://github.com/ur-whitelab/BO-LIFT,True,,2025-01-22T14:44:54.538973
https://github.com/ianderrington/genai/assets/76016868/4e7fad69-3eb2-42ec-aa7b-62ee51f9b3a0,True,,2025-01-22T15:21:40.475104
https://arxiv.org/pdf/2304.05341.pdf,True,,2025-01-22T14:44:54.581116
https://www.nature.com/articles/s41587-021-01146-5,True,,2025-01-22T14:44:54.689546
https://github.com/SakanaAI/AI-Scientist,True,,2025-01-22T14:44:54.735376
https://github.com/facebookresearch/segment-anything,True,,2025-01-22T14:44:54.790208
https://github.com/Genentech/regLM/tree/main/src/reglm,True,,2025-01-22T14:44:54.878307
https://foundrytheory.substack.com/p/improving-a-stubborn-enzyme-with-ai,True,,2025-01-22T14:44:54.887544
https://badgen.net/github/stars/m-elbably/gpt-graph,True,,2025-01-22T14:44:54.889671
https://github.com/FeatureBaseDB/DoctorGPT,True,,2025-01-22T14:44:54.906105
https://github.com/user-attachments/assets/f74561b1-5e32-48f0-b29c-6ec388219c05,True,,2025-01-22T15:21:40.715438
https://arxiv.org/pdf/2408.06292,True,,2025-01-22T14:44:55.019404
https://openreview.net/pdf?id=SGQi3LgFnqj,True,,2025-01-22T14:44:55.033407
https://github.com/kyegomez/youtubeURL-to-text,True,,2025-01-22T14:44:55.066827
https://github.com/ianderrington/genai/assets/76016868/c3666ac2-8d7b-46f7-838b-cd2e6d3721c1,True,,2025-01-22T15:21:41.067608
https://segment-anything.com/,True,,2025-01-22T14:44:55.186740
https://github.com/m-elbably/gpt-graph,True,,2025-01-22T14:44:55.233832
https://github.com/ianderrington/genai/assets/76016868/08ed6633-0439-44f5-a52d-e53afb4804f2,True,,2025-01-22T15:21:41.469955
https://github.com/kennethleungty/Generative-AI-Pharmacist,True,,2025-01-22T14:44:55.353734
https://medium.com/@m-elbably/gpt-graph-a-simple-tool-for-knowledge-graph-exploration-70e0e3861716,True,,2025-01-22T15:21:41.198102
https://www.nature.com/articles/s41557-023-01393-w,True,,2025-01-22T14:44:55.362848
https://ai-governance.eu/,True,,2025-01-22T14:44:55.367066
https://genome.cshlp.org/content/early/2024/09/24/gr.279142.124.abstract,True,,2025-01-22T14:44:55.375617
https://arxiv.org/pdf/2306.08302.pdf,True,,2025-01-22T14:44:55.399593
https://jcheminf.biomedcentral.com/articles/10.1186/s13321-023-00732-w,True,,2025-01-22T14:44:55.476959
https://badgen.net/github/stars/FamousDirector/FastWhisper,True,,2025-01-22T14:44:55.488485
https://elifesciences.org/articles/79854,True,,2025-01-22T14:44:55.496334
https://github.com/LiqiangJing/DSBench,True,,2025-01-22T14:44:55.501818
https://arxiv.org/pdf/2409.07703,True,,2025-01-22T14:44:55.526514
https://badgen.net/github/stars/ngruver/llmtime,True,,2025-01-22T14:44:55.553906
https://www.nature.com/articles/s41588-023-01465-0,True,,2025-01-22T14:44:55.675811
https://github.com/ianderrington/genai/assets/76016868/08779ac3-d63f-4c69-a18b-95327e7eef0e,True,,2025-01-22T15:21:41.185376
https://pubs.acs.org/doi/epdf/10.1021/acscentsci.7b00492,False,HTTP 403,2025-01-22T15:42:58.326647
https://github.com/johli/seqprop,True,,2025-01-22T14:44:55.943373
https://github.com/FamousDirector/FastWhisper,True,,2025-01-22T14:44:55.945399
https://github.com/ngruver/llmtime,True,,2025-01-22T14:44:55.954942
https://arxiv.org/pdf/2310.07820.pdf,True,,2025-01-22T14:44:56.011834
https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-021-04437-5,True,,2025-01-22T14:44:56.022477
https://arxiv.org/pdf/2402.11489.pdf,True,,2025-01-22T14:44:56.051407
https://github.com/biagent-dev/bia,True,,2025-01-22T14:44:56.080632
https://arxiv.org/pdf/2005.11275.pdf,True,,2025-01-22T14:44:56.112648
https://badgen.net/github/stars/AspirinCode/papers-for-molecular-design-using-DL,True,,2025-01-22T14:44:56.215779
https://github.com/ianderrington/genai/assets/76016868/3c2fe20f-1257-4a76-a034-1b3cad242b8c,True,,2025-01-22T15:21:41.688522
https://ai.meta.com/blog/audiocraft-musicgen-audiogen-encodec-generative-ai-audio/,True,,2025-01-22T14:44:56.442662
https://github.com/zylon-ai/private-gpt,True,,2025-01-22T14:44:56.450357
https://badgen.net/github/stars/time-series-foundation-models/lag-llama,True,,2025-01-22T14:44:56.477970
https://github.com/ianderrington/genai/assets/76016868/fed3de2c-6dcf-4f4b-8ad1-aa2ecadce5ad,True,,2025-01-22T15:21:41.914620
https://badgen.net/github/stars/tomasonjo/llm-movieagent,True,,2025-01-22T14:44:56.579795
https://badgen.net/github/stars/clinicalml/TabLLM,True,,2025-01-22T14:44:56.616539
https://github.com/AspirinCode/papers-for-molecular-design-using-DL,True,,2025-01-22T14:44:56.689522
https://www.biorxiv.org/content/10.1101/2023.01.11.523679v2.full.pdf,True,,2025-01-22T14:44:56.805039
https://www.nature.com/articles/s41467-024-45914-8,True,,2025-01-22T14:44:56.829678
https://github.com/time-series-foundation-models/lag-llama,True,,2025-01-22T14:44:56.838597
https://github.com/tomasonjo/llm-movieagent,True,,2025-01-22T14:44:56.873635
https://github.com/gjoni/trDesign,True,,2025-01-22T14:44:56.958611
https://www.biorxiv.org/content/10.1101/2024.05.22.595240v1.full.pdf,True,,2025-01-22T14:44:56.969481
https://github.com/clinicalml/TabLLM,True,,2025-01-22T14:44:56.984454
https://towardsdatascience.com/enhancing-interaction-between-language-models-and-graph-databases-via-a-semantic-layer-0a78ad3eba49,True,,2025-01-22T15:21:41.787861
https://arxiv.org/pdf/2210.10723.pdf,True,,2025-01-22T14:44:57.028244
https://github.com/ianderrington/genai/assets/76016868/cab6fd6a-5eed-4bbc-9ea7-4a4f19a68696,True,,2025-01-22T15:21:40.637369
https://ai-governance.eu/ai-governance-framework/the-hourglass-model/,True,,2025-01-22T14:44:57.069302
https://huggingface.co/AI4Chem/ChemLLM-7B-Chat,True,,2025-01-22T14:44:57.117404
https://medium.com/@peter.lawrence_47665/encouraging-results-for-knowledge-graph-extraction-by-llm-ontology-prompting-60a7e5dcaf0a,True,,2025-01-22T15:21:42.454967
https://www.pnas.org/doi/full/10.1073/pnas.2017228118,False,HTTP 403,2025-01-22T15:42:59.202904
https://github.com/swansonk14/SyntheMol,True,,2025-01-22T14:44:57.139128
https://arxiv.org/abs/2402.06852,True,,2025-01-22T14:44:57.141516
https://github.com/user-attachments/assets/e427dcb3-e6a3-47e9-a215-afca95e8ce3a,True,,2025-01-22T15:21:40.920513
https://github.com/recombee/beeformer,True,,2025-01-22T14:44:57.231799
https://github.com/ianderrington/genai/assets/76016868/9285b620-31eb-453d-a83f-7772115662f5,True,,2025-01-22T15:21:40.607062
https://arxiv.org/pdf/2409.10309v1,True,,2025-01-22T14:44:57.253359
https://github.com/ianderrington/genai/assets/76016868/87fb9420-f9ae-45d6-b1d9-327d357cfbab,True,,2025-01-22T15:21:40.916854
https://www.biorxiv.org/content/10.1101/2024.02.27.582234v2.full.pdf,True,,2025-01-22T14:44:57.347332
https://www.cursor.com/,True,,2025-01-22T14:44:57.359661
https://github.com/ianderrington/genai/assets/76016868/8936aae6-4e1c-41f4-bc03-38092e829585,True,,2025-01-22T15:21:42.421396
https://github.com/user-attachments/assets/8fe5917a-0304-41ef-88b5-2511029dccb2,True,,2025-01-22T15:21:41.159318
https://pubs.acs.org/doi/10.1021/acsomega.2c05165,False,HTTP 403,2025-01-22T15:42:56.887018
https://arxiv.org/pdf/2404.07738.pdf,True,,2025-01-22T14:44:57.459515
https://www.nature.com/articles/s42256-024-00809-7,True,,2025-01-22T14:44:57.484317
https://github.com/user-attachments/assets/cc587b6b-23b5-4c19-a227-fcaeb9dcebcc,True,,2025-01-22T15:21:40.336503
https://arxiv.org/pdf/2206.00335,True,,2025-01-22T14:44:57.508972
https://arxiv.org/pdf/2304.05376.pdf,True,,2025-01-22T14:44:57.520754
https://badgen.net/github/stars/monarch-initiative/ontogpt,True,,2025-01-22T14:44:57.552003
https://github.com/mshumer/ai-journalist/blob/main/Claude_Journalist.ipynb,True,,2025-01-22T14:44:57.557163
https://www.arxiv.org/pdf/2409.04109,True,,2025-01-22T14:44:57.560462
https://badgen.net/github/stars/datamol-io/datamol,True,,2025-01-22T14:44:57.578026
https://badgen.net/github/stars/sherdencooper/prompt-injection,True,,2025-01-22T14:44:57.635924
https://github.com/ddingding/CoVES/tree/publish,True,,2025-01-22T14:44:57.721238
https://github.com/user-attachments/assets/7ce86b9c-08b9-4dac-a295-d29faa270343,True,,2025-01-22T15:21:41.405547
https://badgen.net/github/stars/bioplanner/bioplanner,True,,2025-01-22T14:44:57.830657
https://github.com/ur-whitelab/chemcrow-public,True,,2025-01-22T14:44:57.871684
https://github.com/datamol-io/datamol,True,,2025-01-22T14:44:57.974962
https://github.com/monarch-initiative/ontogpt,True,,2025-01-22T14:44:58.039911
https://github.com/stanford-oval/storm.git,True,,2025-01-22T14:44:58.068808
https://arxiv.org/pdf/2304.02711.pdf,True,,2025-01-22T14:44:58.078835
https://github.com/sherdencooper/prompt-injection,True,,2025-01-22T14:44:58.086510
https://arxiv.org/pdf/2305.13338.pdf,True,,2025-01-22T14:44:58.120274
https://arxiv.org/pdf/2311.11538.pdf,True,,2025-01-22T14:44:58.140836
https://arxiv.org/pdf/2309.03023.pdf,True,,2025-01-22T14:44:58.162983
https://www.rdkit.org/,True,,2025-01-22T15:21:41.552842
https://arxiv.org/pdf/2311.17035.pdf,True,,2025-01-22T14:44:58.181783
https://badgen.net/github/stars/gomesgroup/coscientist,True,,2025-01-22T14:44:58.194876
https://arxiv.org/abs/2407.12784,True,,2025-01-22T14:44:58.202195
https://github.com/openmotionlab/motiongpt,True,,2025-01-22T14:44:58.313986
https://huggingface.co/blog/red-teaming,True,,2025-01-22T14:44:58.413495
https://googleprojectzero.blogspot.com/,True,,2025-01-22T14:44:58.497264
https://github.com/bioplanner/bioplanner,True,,2025-01-22T14:44:58.522611
https://badgen.net/github/stars/aishwaryanr/awesome-generative-ai-guide,True,,2025-01-22T14:44:58.531080
https://arxiv.org/pdf/2310.10632.pdf,True,,2025-01-22T14:44:58.566623
https://github.com/openai/transformer-debugger?,True,,2025-01-22T14:44:58.575876
https://github.com/gomesgroup/coscientist,True,,2025-01-22T14:44:58.591890
https://arstechnica.com/information-technology/2023/09/openai-admits-that-ai-writing-detectors-dont-work/,True,,2025-01-22T14:44:58.600457
https://arxiv.org/pdf/2312.16171.pdf,True,,2025-01-22T14:44:58.616242
https://arxiv.org/abs/2404.07396,True,,2025-01-22T14:44:58.638915
https://gitlab.com/patryk.preisner/mkga/,True,,2025-01-22T14:44:58.669010
https://python.langchain.com/docs/use_cases/more/graph/diffbot_graphtransformer,False,HTTP 404,2025-01-22T15:42:56.902528
https://arstechnica.com/information-technology/2023/07/why-ai-detectors-think-the-us-constitution-was-written-by-ai/,True,,2025-01-22T14:44:58.813639
https://www.biorxiv.org/content/10.1101/2022.10.31.514613v2,True,,2025-01-22T14:44:58.815733
https://github.com/aishwaryanr/awesome-generative-ai-guide,True,,2025-01-22T14:44:58.946994
https://sapling.ai/ai-content-detector,True,,2025-01-22T14:44:58.950739
https://ai-governance.eu/ai-governance-framework/the-ai-governance-lifecycle/,True,,2025-01-22T14:44:58.972097
https://www.mdpi.com/2079-3197/9/10/107,True,,2025-01-22T14:44:58.975887
https://yashaektefaie.github.io/mgl/,True,,2025-01-22T14:44:58.979342
https://www.nature.com/articles/s41586-023-06792-0,True,,2025-01-22T14:44:58.988822
https://arxiv.org/pdf/2209.03299.pdf,True,,2025-01-22T14:44:59.015553
https://arxiv.org/pdf/2304.05332.pdf,True,,2025-01-22T14:44:59.031731
https://badgen.net/github/stars/jxmorris12/vec2text,True,,2025-01-22T14:44:59.054196
https://arxiv.org/pdf/2312.06241.pdf,True,,2025-01-22T14:44:59.077996
https://arxiv.org/pdf/2402.04247,True,,2025-01-22T14:44:59.098490
https://llm-attacks.org,True,,2025-01-22T14:44:59.100668
https://badgen.net/github/stars/suzgunmirac/meta-prompting,True,,2025-01-22T14:44:59.110067
https://arxiv.org/pdf/2307.15043.pdf,True,,2025-01-22T14:44:59.138512
https://arxiv.org/pdf/2403.07865,True,,2025-01-22T14:44:59.159161
https://www.nature.com/articles/s41467-024-45621-4#Sec1,True,,2025-01-22T14:44:59.218444
https://github.com/EmbraceAGI/Awesome-AGI/blob/main/README.md,True,,2025-01-22T14:44:59.241136
https://research.character.ai/prompt-design-at-character-ai/,True,,2025-01-22T14:44:59.264277
https://www.nature.com/articles/s42256-023-00624-6,True,,2025-01-22T14:44:59.367777
https://github.com/user-attachments/assets/0bc28dcd-125b-4879-a723-7bd98e3d66d0,True,,2025-01-22T15:21:40.596618
https://www.promptingguide.ai/introduction,True,,2025-01-22T14:44:59.406474
https://github.com/ianderrington/genai/assets/76016868/753aaf78-06b7-4199-999d-f08e78d7addd,True,,2025-01-22T15:21:42.647193
https://github.com/jxmorris12/vec2text,True,,2025-01-22T14:44:59.573006
https://fullstackdeeplearning.com/llm-bootcamp/spring-2023/,True,,2025-01-22T14:44:59.583016
https://github.com/PKU-Baichuan-MLSystemLab/PAS,True,,2025-01-22T14:44:59.607487
https://arxiv.org/pdf/2310.06816.pdf,True,,2025-01-22T14:44:59.613784
https://arxiv.org/pdf/2407.06027,True,,2025-01-22T14:44:59.628972
https://arxiv.org/pdf/2403.04786.pdf,True,,2025-01-22T14:44:59.664942
https://github.com/suzgunmirac/meta-prompting,True,,2025-01-22T14:44:59.665204
https://badgen.net/github/stars/microsoft/LLMLingua?,True,,2025-01-22T14:44:59.689279
https://arxiv.org/pdf/2401.12954.pdf,True,,2025-01-22T14:44:59.703615
https://arxiv.org/pdf/2305.13252.pdf,True,,2025-01-22T14:44:59.742485
https://github.com/ianderrington/genai/assets/76016868/5d933173-49e2-4f76-9a0a-d7834c00590a,True,,2025-01-22T15:21:42.873791
https://arxiv.org/pdf/2201.11903.pdf,True,,2025-01-22T14:44:59.789161
https://badgen.net/github/stars/nicolas-hbt/pygraft,True,,2025-01-22T14:44:59.809450
https://arxiv.org/pdf/2211.01910.pdf,True,,2025-01-22T14:44:59.835532
https://en.wikipedia.org/wiki/Foundation_models,True,,2025-01-22T14:44:59.869513
https://arxiv.org/pdf/2304.08637.pdf,True,,2025-01-22T14:44:59.880160
https://github.com/sarthakrastogi/quality-prompts,True,,2025-01-22T14:44:59.892298
https://arxiv.org/pdf/2406.06608,True,,2025-01-22T14:44:59.916192
https://github.com/ianderrington/genai/assets/76016868/4fba09dc-0ecf-4a9b-833c-9d607e545c34,True,,2025-01-22T15:21:43.126453
https://huggingface.co/models?other=foundation+model&sort=trending,True,,2025-01-22T14:45:00.052772
https://github.com/user-attachments/assets/8451c23b-c6bf-4f1c-a271-f877a0628624,True,,2025-01-22T15:21:40.815337
https://arxiv.org/pdf/2304.09355.pdf,True,,2025-01-22T14:45:00.091128
https://arxiv.org/pdf/2203.02155.pdf,True,,2025-01-22T14:45:00.129317
https://www.biorxiv.org/content/10.1101/2023.06.16.545235v1.full.pdf,True,,2025-01-22T14:45:00.157797
https://github.com/microsoft/LLMLingua?,True,,2025-01-22T14:45:00.182875
https://arxiv.org/pdf/2005.11401.pdf,True,,2025-01-22T14:45:00.205486
https://arxiv.org/pdf/2310.06839.pdf,True,,2025-01-22T14:45:00.220954
https://arxiv.org/pdf/2310.05736.pdf,True,,2025-01-22T14:45:00.271763
https://github.com/nicolas-hbt/pygraft,True,,2025-01-22T14:45:00.335238
https://badgen.net/github/stars/meistrari/prompts-royale,True,,2025-01-22T14:45:00.345156
https://github.com/ianderrington/genai/assets/76016868/f9604950-6bd6-4855-85dd-16456a0528e9,True,,2025-01-22T15:21:41.140018
https://arxiv.org/pdf/2309.03685.pdf,True,,2025-01-22T14:45:00.375305
https://arxiv.org/abs/2310.07064,True,,2025-01-22T14:45:00.398918
https://github.com/NREL/EvoProtGrad,True,,2025-01-22T14:45:00.415348
https://contextual.ai/introducing-rag2/,True,,2025-01-22T15:21:41.279356
https://github.com/PKU-Baichuan-MLSystemLab/PAS/blob/main/scripts/ape_critique.py,True,,2025-01-22T14:45:00.455279
http://jalammar.github.io/illustrated-gpt2/,True,,2025-01-22T14:45:00.494983
https://arxiv.org/pdf/2309.16797.pdf,True,,2025-01-22T14:45:00.504079
https://github.com/ianderrington/genai/assets/76016868/fa37f948-b1c0-4886-a1fb-1dad2ca435c0,True,,2025-01-22T15:21:41.171842
https://arstechnica.com/information-technology/2023/10/thanks-to-ai-the-future-of-programming-may-involve-yelling-in-all-caps/,True,,2025-01-22T14:45:00.547647
https://arxiv.org/pdf/2309.03409.pdf,True,,2025-01-22T14:45:00.548331
https://arxiv.org/pdf/2309.09117.pdf,True,,2025-01-22T14:45:00.586640
https://arxiv.org/pdf/2307.11760.pdf,True,,2025-01-22T14:45:00.595116
https://arxiv.org/pdf/2210.15097.pdf,True,,2025-01-22T14:45:00.628372
https://arxiv.org/pdf/2104.08691.pdf,True,,2025-01-22T14:45:00.637897
https://jalammar.github.io/how-gpt3-works-visualizations-animations/,True,,2025-01-22T14:45:00.649618
https://arxiv.org/pdf/2407.12994,True,,2025-01-22T14:45:00.669335
https://arxiv.org/abs/2407.12994,True,,2025-01-22T14:45:00.690433
https://github.com/meistrari/prompts-royale,True,,2025-01-22T14:45:00.819933
https://badgen.net/github/stars/informagi/RAGvsFT,True,,2025-01-22T14:45:00.849887
https://github.com/openai/openai-cookbook/blob/main/techniques_to_improve_reliability.md#how-to-improve-reliability-on-complex-tasks,False,HTTP 404,2025-01-22T15:42:57.283753
https://arxiv.org/pdf/2302.11382.pdf,True,,2025-01-22T14:45:00.958888
https://badgen.net/github/stars/voidism/DoLa,True,,2025-01-22T14:45:01.015144
https://finbarrtimbers.substack.com/p/five-years-of-progress-in-gpts?utm_source=substack&utm_medium=email,True,,2025-01-22T14:45:01.030800
https://smith.langchain.com/hub,True,,2025-01-22T14:45:01.040012
https://towardsdatascience.com/the-transformer-architecture-of-gpt-models-b8695b48728b,True,,2025-01-22T15:21:41.721734
https://arxiv.org/pdf/2303.18223.pdf,True,,2025-01-22T14:45:01.169955
https://arstechnica.com/information-technology/2023/09/telling-ai-model-to-take-a-deep-breath-causes-math-scores-to-soar-in-study/amp/,True,,2025-01-22T14:45:01.195787
https://arxiv.org/pdf/2210.11610.pdf,True,,2025-01-22T14:45:01.243740
https://iopscience.iop.org/article/10.1088/2632-2153/accacd,True,,2025-01-22T14:45:01.268784
https://magazine.sebastianraschka.com/p/understanding-large-language-models,True,,2025-01-22T14:45:01.282621
https://arxiv.org/pdf/2304.01904.pdf,True,,2025-01-22T14:45:01.289192
https://github.com/informagi/RAGvsFT,True,,2025-01-22T14:45:01.323272
https://arxiv.org/abs/2403.01432,True,,2025-01-22T14:45:01.344189
https://badgen.net/github/stars/mshumer/gpt-prompt-engineer,True,,2025-01-22T14:45:01.385508
https://github.com/voidism/DoLa,True,,2025-01-22T14:45:01.442228
https://github.com/Mooler0410/LLMsPracticalGuide,True,,2025-01-22T14:45:01.462108
https://willthompson.name/what-we-know-about-llms-primer,True,,2025-01-22T14:45:01.470685
https://github.com/f/awesome-chatgpt-prompts/blob/main/README.md,True,,2025-01-22T14:45:01.479111
https://arxiv.org/pdf/2304.13712.pdf,True,,2025-01-22T14:45:01.512738
